Date,Type,Error,Function,Trace
"03/22/2023, 11:03:03",TypeError,"can only concatenate list (not ""str"") to list",forgot_password_email,"Traceback (most recent call last):
  File ""D:\Auxiliium\proj\y9_first_group_project\website\ErrorHandler.py"", line 11, in handler
    return function(*args,**kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Auxiliium\proj\y9_first_group_project\website\authentication.py"", line 228, in forgot_password_email
    SendEmail(""Auxilium Forgot Password"",""Hi here is the link for you to reset your password ""+ link,request.json[""email""])
  File ""D:\Auxiliium\proj\y9_first_group_project\website\Utilities.py"", line 116, in SendEmail
    mail.send(message)
  File ""D:\Python_311\Lib\site-packages\flask_mail.py"", line 492, in send
    message.send(connection)
  File ""D:\Python_311\Lib\site-packages\flask_mail.py"", line 427, in send
    connection.send(self)
  File ""D:\Python_311\Lib\site-packages\flask_mail.py"", line 181, in send
    if message.has_bad_headers():
       ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Python_311\Lib\site-packages\flask_mail.py"", line 400, in has_bad_headers
    headers = [self.sender, self.reply_to] + self.recipients
              ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^~~~~~~~~~~~~~~~~
TypeError: can only concatenate list (not ""str"") to list
"
"03/22/2023, 11:04:49",TypeError,"can only concatenate list (not ""str"") to list",forgot_password_email,"Traceback (most recent call last):
  File ""D:\Auxiliium\proj\y9_first_group_project\website\ErrorHandler.py"", line 11, in handler
    return function(*args,**kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Auxiliium\proj\y9_first_group_project\website\authentication.py"", line 228, in forgot_password_email
    SendEmail(""Auxilium Forgot Password"",""Hi here is the link for you to reset your password ""+ link,request.json[""email""])
  File ""D:\Auxiliium\proj\y9_first_group_project\website\Utilities.py"", line 116, in SendEmail
    mail.send(message)
  File ""D:\Python_311\Lib\site-packages\flask_mail.py"", line 492, in send
    message.send(connection)
  File ""D:\Python_311\Lib\site-packages\flask_mail.py"", line 427, in send
    connection.send(self)
  File ""D:\Python_311\Lib\site-packages\flask_mail.py"", line 181, in send
    if message.has_bad_headers():
       ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Python_311\Lib\site-packages\flask_mail.py"", line 400, in has_bad_headers
    headers = [self.sender, self.reply_to] + self.recipients
              ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^~~~~~~~~~~~~~~~~
TypeError: can only concatenate list (not ""str"") to list
"
"03/22/2023, 11:19:07",TypeError,forgot_password() missing 1 required positional argument: 'token',forgot_password,"Traceback (most recent call last):
  File ""D:\Auxiliium\proj\y9_first_group_project\website\ErrorHandler.py"", line 11, in handler
    return function(*args,**kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: forgot_password() missing 1 required positional argument: 'token'
"
"03/22/2023, 11:19:44",KeyError,'token',forgot_password,"Traceback (most recent call last):
  File ""D:\Auxiliium\proj\y9_first_group_project\website\ErrorHandler.py"", line 11, in handler
    return function(*args,**kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Auxiliium\proj\y9_first_group_project\website\authentication.py"", line 239, in forgot_password
    if request.json[""token""] == session[""forgot_password""][""token""]:
       ~~~~~~~~~~~~^^^^^^^^^
KeyError: 'token'
"
"03/22/2023, 11:22:41",KeyError,'token',forgot_password,"Traceback (most recent call last):
  File ""D:\Auxiliium\proj\y9_first_group_project\website\ErrorHandler.py"", line 11, in handler
    return function(*args,**kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Auxiliium\proj\y9_first_group_project\website\authentication.py"", line 239, in forgot_password
    if request.json[""token""] == session[""forgot_password""][""token""]:
       ~~~~~~~~~~~~^^^^^^^^^
KeyError: 'token'
"
"03/22/2023, 11:23:26",KeyError,'token',forgot_password,"Traceback (most recent call last):
  File ""D:\Auxiliium\proj\y9_first_group_project\website\ErrorHandler.py"", line 11, in handler
    return function(*args,**kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Auxiliium\proj\y9_first_group_project\website\authentication.py"", line 239, in forgot_password
    print(request.json[""token""])
          ~~~~~~~~~~~~^^^^^^^^^
KeyError: 'token'
"
"03/22/2023, 11:24:07",KeyError,'token',forgot_password,"Traceback (most recent call last):
  File ""D:\Auxiliium\proj\y9_first_group_project\website\ErrorHandler.py"", line 11, in handler
    return function(*args,**kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Auxiliium\proj\y9_first_group_project\website\authentication.py"", line 239, in forgot_password
    print(request.json[""token""])
          ~~~~~~~~~~~~^^^^^^^^^
KeyError: 'token'
"
"03/22/2023, 13:05:56",FileNotFoundError,[Errno 2] No such file or directory: 'website/static/temp-images/listingid-72-45597770.png',get_listing_images,"Traceback (most recent call last):
  File ""D:\Auxiliium\proj\y9_first_group_project\website\ErrorHandler.py"", line 11, in handler
    return function(*args,**kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Auxiliium\proj\y9_first_group_project\website\data.py"", line 116, in get_listing_images
    with open(store_name, ""rb"") as image_file:
         ^^^^^^^^^^^^^^^^^^^^^^
FileNotFoundError: [Errno 2] No such file or directory: 'website/static/temp-images/listingid-72-45597770.png'
"
"03/22/2023, 13:11:53",TemplateNotFound,temp/forgotpassword.html,forgot_password_page,"Traceback (most recent call last):
  File ""D:\Auxiliium\proj\y9_first_group_project\website\ErrorHandler.py"", line 28, in handler
    return function(*args,**kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Auxiliium\proj\y9_first_group_project\website\pages.py"", line 123, in forgot_password_page
    return render_template(""temp/forgotpassword.html"")
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Python_311\Lib\site-packages\flask\templating.py"", line 146, in render_template
    template = app.jinja_env.get_or_select_template(template_name_or_list)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Python_311\Lib\site-packages\jinja2\environment.py"", line 1081, in get_or_select_template
    return self.get_template(template_name_or_list, parent, globals)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Python_311\Lib\site-packages\jinja2\environment.py"", line 1010, in get_template
    return self._load_template(name, globals)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Python_311\Lib\site-packages\jinja2\environment.py"", line 969, in _load_template
    template = self.loader.load(self, name, self.make_globals(globals))
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Python_311\Lib\site-packages\jinja2\loaders.py"", line 126, in load
    source, filename, uptodate = self.get_source(environment, name)
                                 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Python_311\Lib\site-packages\flask\templating.py"", line 62, in get_source
    return self._get_source_fast(environment, template)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Python_311\Lib\site-packages\flask\templating.py"", line 98, in _get_source_fast
    raise TemplateNotFound(template)
jinja2.exceptions.TemplateNotFound: temp/forgotpassword.html
"
"03/22/2023, 14:14:40",FileNotFoundError,[Errno 2] No such file or directory: 'templates/email/TEXT/verifyemail.txt',org_signup,"Traceback (most recent call last):
  File ""D:\Auxiliium\proj\y9_first_group_project\website\ErrorHandler.py"", line 11, in handler
    return function(*args,**kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Auxiliium\proj\y9_first_group_project\website\authentication.py"", line 114, in org_signup
    verificationemail= ReadTextFile(""templates/email/TEXT/verifyemail.txt"")##""Dear ""+ orgname + "" here is your pin to verify your account: ""+ org[""pin""]
                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Auxiliium\proj\y9_first_group_project\website\Utilities.py"", line 122, in ReadTextFile
    with open(filename,""r"") as file:
         ^^^^^^^^^^^^^^^^^^
FileNotFoundError: [Errno 2] No such file or directory: 'templates/email/TEXT/verifyemail.txt'
"
"03/22/2023, 14:15:34",FileNotFoundError,[Errno 2] No such file or directory: 'website/templates/email/TEXT/verifyemail.txt',org_signup,"Traceback (most recent call last):
  File ""D:\Auxiliium\proj\y9_first_group_project\website\ErrorHandler.py"", line 11, in handler
    return function(*args,**kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Auxiliium\proj\y9_first_group_project\website\authentication.py"", line 114, in org_signup
    verificationemail= ReadTextFile(""website/templates/email/TEXT/verifyemail.txt"")##""Dear ""+ orgname + "" here is your pin to verify your account: ""+ org[""pin""]
                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Auxiliium\proj\y9_first_group_project\website\Utilities.py"", line 122, in ReadTextFile
    with open(filename,""r"") as file:
         ^^^^^^^^^^^^^^^^^^
FileNotFoundError: [Errno 2] No such file or directory: 'website/templates/email/TEXT/verifyemail.txt'
"
"03/22/2023, 14:17:51",NameError,name 'db' is not defined,org_signup,"Traceback (most recent call last):
  File ""D:\Auxiliium\proj\y9_first_group_project\website\ErrorHandler.py"", line 11, in handler
    return function(*args,**kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Auxiliium\proj\y9_first_group_project\website\authentication.py"", line 92, in org_signup
    if not UniqueEmail(email):
           ^^^^^^^^^^^^^^^^^^
  File ""D:\Auxiliium\proj\y9_first_group_project\website\authentication.py"", line 306, in UniqueEmail
    if GetOrgFromEmail(email)==True:
       ^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Auxiliium\proj\y9_first_group_project\website\Utilities.py"", line 86, in GetOrgFromEmail
    organisations = json.loads(db.GetAllPrivateOrganisationData())[""Content""]
                               ^^
NameError: name 'db' is not defined
"
"03/22/2023, 14:18:30",FileNotFoundError,[Errno 2] No such file or directory: 'website/templates/Email/TEXT/verifyemail.txt',org_signup,"Traceback (most recent call last):
  File ""D:\Auxiliium\proj\y9_first_group_project\website\ErrorHandler.py"", line 11, in handler
    return function(*args,**kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Auxiliium\proj\y9_first_group_project\website\authentication.py"", line 114, in org_signup
    verificationemail= ReadTextFile(""website/templates/Email/TEXT/verifyemail.txt"")##""Dear ""+ orgname + "" here is your pin to verify your account: ""+ org[""pin""]
                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Auxiliium\proj\y9_first_group_project\website\Utilities.py"", line 122, in ReadTextFile
    with open(filename,""r"") as file:
         ^^^^^^^^^^^^^^^^^^
FileNotFoundError: [Errno 2] No such file or directory: 'website/templates/Email/TEXT/verifyemail.txt'
"
"03/24/2023, 13:13:21",TypeError,"the JSON object must be str, bytes or bytearray, not dict",add_listing,"Traceback (most recent call last):
  File ""D:\Auxiliium\proj\y9_first_group_project\website\ErrorHandler.py"", line 11, in handler
    return function(*args,**kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Auxiliium\proj\y9_first_group_project\website\data.py"", line 164, in add_listing
    lid=json.loads(AddListing(request.json))['Content']#request.json)
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Python_311\Lib\json\__init__.py"", line 339, in loads
    raise TypeError(f'the JSON object must be str, bytes or bytearray, '
TypeError: the JSON object must be str, bytes or bytearray, not dict
"
"03/24/2023, 13:15:18",TypeError,"the JSON object must be str, bytes or bytearray, not dict",add_listing,"Traceback (most recent call last):
  File ""D:\Auxiliium\proj\y9_first_group_project\website\ErrorHandler.py"", line 11, in handler
    return function(*args,**kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Auxiliium\proj\y9_first_group_project\website\data.py"", line 164, in add_listing
    lid=json.loads(AddListing(request.json))['Content']#request.json)
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\Python_311\Lib\json\__init__.py"", line 339, in loads
    raise TypeError(f'the JSON object must be str, bytes or bytearray, '
TypeError: the JSON object must be str, bytes or bytearray, not dict
"
"03/24/2023, 15:51:06",KeyError,'Content',filter_listings,"Traceback (most recent call last):
  File ""/Users/hugo/y9_first_group_project/website/ErrorHandler.py"", line 11, in handler
    return function(*args,**kwargs)
  File ""/Users/hugo/y9_first_group_project/website/data.py"", line 39, in filter_listings
    listings={""Listings"":Filter(request.json,json.loads(db.GetAllListings())[""Content""])}
KeyError: 'Content'
"
"03/24/2023, 15:51:12",KeyError,'Content',filter_listings,"Traceback (most recent call last):
  File ""/Users/hugo/y9_first_group_project/website/ErrorHandler.py"", line 11, in handler
    return function(*args,**kwargs)
  File ""/Users/hugo/y9_first_group_project/website/data.py"", line 39, in filter_listings
    listings={""Listings"":Filter(request.json,json.loads(db.GetAllListings())[""Content""])}
KeyError: 'Content'
"
"03/24/2023, 16:05:39",FileNotFoundError,[Errno 2] No such file or directory: 'website/static/temp-images/listingid-86-1998011.png',get_listing_images,"Traceback (most recent call last):
  File ""/Users/hugo/y9_first_group_project/website/ErrorHandler.py"", line 11, in handler
    return function(*args,**kwargs)
  File ""/Users/hugo/y9_first_group_project/website/data.py"", line 121, in get_listing_images
    with open(store_name, ""rb"") as image_file:
FileNotFoundError: [Errno 2] No such file or directory: 'website/static/temp-images/listingid-86-1998011.png'
"
"04/19/2023, 15:22:43",KeyError,'Content',filter_listings,"Traceback (most recent call last):
  File ""/Users/hugo/y9_first_group_project/website/ErrorHandler.py"", line 11, in handler
    return function(*args,**kwargs)
  File ""/Users/hugo/y9_first_group_project/website/data.py"", line 39, in filter_listings
    listings={""Listings"":Filter(request.json,json.loads(db.GetAllListings())[""Content""])}
KeyError: 'Content'
"
